,Open,High,Low,Close
2019-05-17 00:00:00+00:00,61.214748338,61.214748338,61.011090003,61.011090003
2019-05-20 00:00:00+00:00,60.935774673500006,60.935774673500006,60.9344588445,60.9344588445
2019-05-21 00:00:00+00:00,60.932331239999996,60.932331239999996,60.7652342405,60.7652342405
2019-05-22 00:00:00+00:00,61.536095917,61.689438734999996,61.536095917,61.689438734999996
2019-05-23 00:00:00+00:00,61.5687408375,61.5687408375,61.475763385,61.475763385
2019-05-24 00:00:00+00:00,61.401157834,61.401157834,61.3923640235,61.3923640235
2019-05-27 00:00:00+00:00,61.3818412165,61.4751536885,61.3818412165,61.4751536885
2019-05-28 00:00:00+00:00,61.5175765305,61.5175765305,61.4972127395,61.4972127395
2019-05-29 00:00:00+00:00,61.7863706705,61.7863706705,61.660543989000004,61.660543989000004
2019-05-30 00:00:00+00:00,61.477692595,61.477692595,61.4513096815,61.4513096815
2019-05-31 00:00:00+00:00,60.779525893499994,60.779525893499994,60.2973259105,60.2973259105
2019-06-03 00:00:00+00:00,59.619322709,59.635975533,59.619322709,59.635975533
2019-06-04 00:00:00+00:00,59.505576739999995,59.7170491475,59.505576739999995,59.7170491475
2019-06-05 00:00:00+00:00,59.703020154499995,60.005885214,59.703020154499995,60.005885214
2019-06-06 00:00:00+00:00,59.67,59.917741172999996,59.67,59.917741172999996
2019-06-07 00:00:00+00:00,60.539542857,60.560017632500006,60.539542857,60.560017632500006
2019-06-10 00:00:00+00:00,61.239078946999996,61.239078946999996,61.219686825,61.219686825
2019-06-11 00:00:00+00:00,61.2802019385,61.2802019385,61.000206368,61.000206368
2019-06-12 00:00:00+00:00,60.2882039835,60.4231501215,60.2882039835,60.4231501215
2019-06-13 00:00:00+00:00,60.9151091105,61.043998695499994,60.9151091105,61.043998695499994
2019-06-14 00:00:00+00:00,60.533520782,60.6175469865,60.533520782,60.6175469865
2019-06-17 00:00:00+00:00,60.5664732145,60.83759058,60.5664732145,60.83759058
2019-06-18 00:00:00+00:00,60.544330254,60.582214285999996,60.544330254,60.582214285999996
2019-06-19 00:00:00+00:00,60.381976166499996,60.381976166499996,60.190803048,60.190803048
2019-06-20 00:00:00+00:00,60.4610244785,60.4610244785,60.3749939025,60.3749939025
2019-06-21 00:00:00+00:00,60.686068249,60.9282812765,60.686068249,60.9282812765
2019-06-24 00:00:00+00:00,61.5539624575,62.042921071500004,61.5539624575,62.042921071500004
2019-06-25 00:00:00+00:00,61.967455696,62.1247722345,61.967455696,62.1247722345
2019-06-26 00:00:00+00:00,62.3184272445,62.552523489500004,62.3184272445,62.552523489500004
2019-06-27 00:00:00+00:00,62.782623762,62.782623762,62.6978525895,62.6978525895
2019-06-28 00:00:00+00:00,61.9216753755,62.0039380085,61.9216753755,62.0039380085
2019-07-01 00:00:00+00:00,62.3750213375,62.3750213375,61.9862528345,61.9862528345
2019-07-02 00:00:00+00:00,61.913098237,61.913098237,61.367776498,61.367776498
2019-07-03 00:00:00+00:00,60.4523868535,60.4523868535,60.245751057999996,60.245751057999996
2019-07-04 00:00:00+00:00,60.43681893,60.43681893,60.3780904185,60.3780904185
2019-07-05 00:00:00+00:00,60.379751773,60.990233918499996,60.379751773,60.990233918499996
2019-07-08 00:00:00+00:00,61.402383333,61.82,61.402383333,61.82
2019-07-09 00:00:00+00:00,62.114587249500005,62.114587249500005,61.776638702499994,61.776638702499994
2019-07-10 00:00:00+00:00,62.0629245285,62.480779194,62.0629245285,62.480779194
2019-07-11 00:00:00+00:00,63.384271926,63.425369515,63.384271926,63.425369515
2019-07-12 00:00:00+00:00,63.732903135499996,64.06844296899999,63.732903135499996,64.06844296899999
2019-07-15 00:00:00+00:00,65.300108108,65.300108108,65.1254320775,65.1254320775
2019-07-16 00:00:00+00:00,63.8360305165,63.8360305165,63.527733827000006,63.527733827000006
2019-07-17 00:00:00+00:00,62.757871053,62.7760562065,62.757871053,62.7760562065
2019-07-18 00:00:00+00:00,62.5944841565,62.5944841565,62.5883374845,62.5883374845
2019-07-19 00:00:00+00:00,63.225120743,63.3867857145,63.225120743,63.3867857145
2019-07-22 00:00:00+00:00,63.6106004805,63.6106004805,63.1986372745,63.1986372745
2019-07-23 00:00:00+00:00,63.531259899000005,63.685838188999995,63.531259899000005,63.685838188999995
2019-07-24 00:00:00+00:00,63.338167305,63.338167305,63.307828897,63.307828897
2019-07-25 00:00:00+00:00,63.4807435345,63.4807435345,63.2,63.2
2019-07-26 00:00:00+00:00,62.657205009500004,62.657205009500004,62.464083799,62.464083799
2019-07-29 00:00:00+00:00,62.7889291215,62.7889291215,62.3253645165,62.3253645165
2019-07-30 00:00:00+00:00,61.766738535,61.766738535,61.553482376,61.553482376
2019-07-31 00:00:00+00:00,61.8962344215,61.8962344215,61.818581421000005,61.818581421000005
2019-08-01 00:00:00+00:00,62.6280486455,62.6280486455,62.5304187625,62.5304187625
2019-08-02 00:00:00+00:00,62.13,62.48289763,62.13,62.48289763
2019-08-05 00:00:00+00:00,61.3362221495,61.3362221495,60.994488189,60.994488189
2019-08-06 00:00:00+00:00,61.0,61.0,60.93,60.93
2019-08-07 00:00:00+00:00,60.8491153845,60.8491153845,60.63,60.63
2019-08-08 00:00:00+00:00,60.623861093,60.875414160000005,60.623861093,60.875414160000005
2019-08-09 00:00:00+00:00,60.793622373999995,60.8247615385,60.793622373999995,60.8247615385
2019-08-12 00:00:00+00:00,60.4885390515,60.4885390515,60.294872263,60.294872263
2019-08-13 00:00:00+00:00,60.154981785000004,60.2260775245,60.154981785000004,60.2260775245
2019-08-14 00:00:00+00:00,60.271626177,60.271626177,59.95,59.95
2019-08-16 00:00:00+00:00,59.408814378,59.408814378,59.2802218935,59.2802218935
2019-08-19 00:00:00+00:00,59.2039323165,59.3718961255,59.2039323165,59.3718961255
2019-08-20 00:00:00+00:00,59.7429273085,59.7429273085,59.492498361,59.492498361
2019-08-21 00:00:00+00:00,59.5981008035,59.5981008035,59.4181783535,59.4181783535
2019-08-22 00:00:00+00:00,59.196076134500004,59.196076134500004,59.1930612245,59.1930612245
2019-08-23 00:00:00+00:00,58.700595823499995,58.700595823499995,58.421862880999996,58.421862880999996
2019-08-26 00:00:00+00:00,58.868269605500004,58.868269605500004,58.772983293500005,58.772983293500005
2019-08-27 00:00:00+00:00,58.1634611785,58.1634611785,58.152013237,58.152013237
2019-08-28 00:00:00+00:00,58.539851330000005,58.556489362,58.539851330000005,58.556489362
2019-08-29 00:00:00+00:00,58.4644884485,58.7677317605,58.4644884485,58.7677317605
2019-08-30 00:00:00+00:00,59.181229023,59.3695138655,59.181229023,59.3695138655
2019-09-02 00:00:00+00:00,58.1197395195,58.1197395195,57.846004707000006,57.846004707000006
2019-09-03 00:00:00+00:00,57.4069938065,57.617344414,57.4069938065,57.617344414
2019-09-04 00:00:00+00:00,57.982004831,58.076141628,57.982004831,58.076141628
2019-09-05 00:00:00+00:00,57.9434160875,58.14932272,57.9434160875,58.14932272
2019-09-06 00:00:00+00:00,58.216943319500004,58.4411519905,58.216943319500004,58.4411519905
2019-09-09 00:00:00+00:00,58.853500672500004,58.872274422000004,58.853500672500004,58.872274422000004
2019-09-10 00:00:00+00:00,60.009221748499996,61.191042495000005,60.009221748499996,61.191042495000005
2019-09-11 00:00:00+00:00,61.4737102095,61.990828750000006,61.4737102095,61.990828750000006
2019-09-12 00:00:00+00:00,61.769182602,61.769182602,61.2161742825,61.2161742825
2019-09-13 00:00:00+00:00,61.1622812325,61.67465203,61.1622812325,61.67465203
2019-09-16 00:00:00+00:00,62.273923966,62.9426506605,62.273923966,62.9426506605
2019-09-17 00:00:00+00:00,62.815525466,62.815525466,62.296357107999995,62.296357107999995
2019-09-18 00:00:00+00:00,60.809601075,60.817232911000005,60.809601075,60.817232911000005
2019-09-19 00:00:00+00:00,61.6752444605,61.6752444605,61.39,61.39
2019-09-20 00:00:00+00:00,62.1000160155,62.175011255,62.1000160155,62.175011255
2019-09-23 00:00:00+00:00,61.456105491,61.456105491,61.4123239435,61.4123239435
2019-09-24 00:00:00+00:00,61.313535931,61.313535931,61.142967999999996,61.142967999999996
2019-09-25 00:00:00+00:00,60.305858098,60.305858098,60.226971326,60.226971326
2019-09-26 00:00:00+00:00,60.655178685500005,60.6834874885,60.655178685500005,60.6834874885
2019-09-27 00:00:00+00:00,60.862317217,60.862317217,60.293817241499994,60.293817241499994
2019-09-30 00:00:00+00:00,60.471463178,60.492481451,60.471463178,60.492481451
2019-10-01 00:00:00+00:00,59.8930203935,60.4259457925,59.8930203935,60.4259457925
2019-10-02 00:00:00+00:00,59.803645078,59.803645078,59.6965384615,59.6965384615
2019-10-03 00:00:00+00:00,59.0789440205,59.0789440205,58.8015489565,58.8015489565
2019-10-04 00:00:00+00:00,58.973041666499995,58.973041666499995,58.8800674485,58.8800674485
2019-10-07 00:00:00+00:00,58.128866279,58.514036906,58.128866279,58.514036906
2019-10-08 00:00:00+00:00,58.891354863000004,58.891354863000004,58.503213577500006,58.503213577500006
2019-10-09 00:00:00+00:00,58.347514589,58.6469849975,58.347514589,58.6469849975
2019-10-10 00:00:00+00:00,59.0041010195,59.0041010195,58.962079832,58.962079832
2019-10-11 00:00:00+00:00,60.033921816,60.1935286545,60.033921816,60.1935286545
2019-10-14 00:00:00+00:00,60.105779173,60.2635985685,60.105779173,60.2635985685
2019-10-15 00:00:00+00:00,60.482268179,60.482268179,60.4271002805,60.4271002805
2019-10-16 00:00:00+00:00,60.447477254,60.8279675045,60.447477254,60.8279675045
2019-10-17 00:00:00+00:00,60.291461333,60.291461333,60.181318480499996,60.181318480499996
2019-10-18 00:00:00+00:00,60.20013346,60.232298674999996,60.20013346,60.232298674999996
2019-10-21 00:00:00+00:00,60.2589572425,60.2589572425,60.091978393000005,60.091978393000005
2019-10-22 00:00:00+00:00,59.51798696,59.51798696,59.3840464345,59.3840464345
2019-10-23 00:00:00+00:00,58.925874298,58.925874298,58.7979691875,58.7979691875
2019-10-24 00:00:00+00:00,58.6118642015,59.0271384615,58.6118642015,59.0271384615
2019-10-25 00:00:00+00:00,58.7439163495,58.779028818499995,58.7439163495,58.779028818499995
2019-10-28 00:00:00+00:00,58.209567164,58.332056294,58.209567164,58.332056294
2019-10-29 00:00:00+00:00,58.5986795775,58.5986795775,58.3971413275,58.3971413275
2019-10-30 00:00:00+00:00,58.5881868135,58.5881868135,57.8954296065,57.8954296065
2019-10-31 00:00:00+00:00,58.1789640985,58.1789640985,57.999229764999995,57.999229764999995
2019-11-04 00:00:00+00:00,57.580312500000005,57.97786418,57.580312500000005,57.97786418
2019-11-05 00:00:00+00:00,58.573663578,58.573663578,58.4316400335,58.4316400335
2019-11-06 00:00:00+00:00,58.10499002,58.10499002,58.0695969625,58.0695969625
2019-11-07 00:00:00+00:00,57.7860669315,57.7860669315,57.763536103,57.763536103
2019-11-08 00:00:00+00:00,57.4058961845,57.4058961845,57.276649048500005,57.276649048500005
2019-11-11 00:00:00+00:00,57.371017257,57.371017257,57.1826156215,57.1826156215
2019-11-12 00:00:00+00:00,56.9123986095,56.9123986095,56.4972519545,56.4972519545
2019-11-13 00:00:00+00:00,56.284172281,56.284172281,56.237184909,56.237184909
2019-11-14 00:00:00+00:00,56.524082840000005,56.524082840000005,56.278997954999994,56.278997954999994
2019-11-15 00:00:00+00:00,56.41699095,56.5673461465,56.41699095,56.5673461465
2019-11-18 00:00:00+00:00,56.351176962,56.351176962,56.275393120000004,56.275393120000004
2019-11-19 00:00:00+00:00,56.0591270405,56.0591270405,55.989503270499995,55.989503270499995
2019-11-20 00:00:00+00:00,55.727673421999995,55.879514959000005,55.727673421999995,55.879514959000005
2019-11-21 00:00:00+00:00,56.387244656,56.387244656,56.366066008999994,56.366066008999994
2019-11-22 00:00:00+00:00,57.082215532999996,57.1357910865,57.082215532999996,57.1357910865
2019-11-25 00:00:00+00:00,57.48269905,57.48269905,57.2817757715,57.2817757715
2019-11-26 00:00:00+00:00,56.9490504145,56.9490504145,56.730754222499996,56.730754222499996
2019-11-27 00:00:00+00:00,57.0425188535,57.435961277000004,57.0425188535,57.435961277000004
2019-11-28 00:00:00+00:00,57.3605048405,57.3605048405,57.2842086005,57.2842086005
2019-11-29 00:00:00+00:00,57.2041813725,57.2041813725,56.863511749,56.863511749
2019-12-02 00:00:00+00:00,56.211814888,56.211814888,55.8967957745,55.8967957745
2019-12-03 00:00:00+00:00,55.730595162499995,55.730595162499995,55.417844827500005,55.417844827500005
2019-12-04 00:00:00+00:00,55.103764962,55.103764962,55.077775861999996,55.077775861999996
2019-12-05 00:00:00+00:00,54.999180217,55.033765488499995,54.999180217,55.033765488499995
2019-12-06 00:00:00+00:00,54.836492651,54.836492651,54.821130685,54.821130685
2019-12-09 00:00:00+00:00,54.064540034000004,54.2175511305,54.064540034000004,54.2175511305
2019-12-10 00:00:00+00:00,53.731536246000005,53.784543423,53.731536246000005,53.784543423
2019-12-11 00:00:00+00:00,54.21876606,54.21876606,53.810149123,53.810149123
2019-12-12 00:00:00+00:00,53.571875752,53.887570564499995,53.571875752,53.887570564499995
2019-12-13 00:00:00+00:00,54.0139616655,54.0139616655,53.7417185625,53.7417185625
2019-12-16 00:00:00+00:00,53.1235222185,53.3656553395,53.1235222185,53.3656553395
2019-12-18 00:00:00+00:00,54.510213226,54.510213226,54.359628099,54.359628099
2019-12-19 00:00:00+00:00,54.586903452499996,54.8051581025,54.586903452499996,54.8051581025
2020-01-02 00:00:00+00:00,54.104810081,54.104810081,53.830117546,53.830117546
2020-01-03 00:00:00+00:00,54.4826129945,54.753104027,54.4826129945,54.753104027
2020-01-07 00:00:00+00:00,54.2231652175,54.428274588,54.2231652175,54.428274588
2020-01-08 00:00:00+00:00,54.592848423,54.6947180585,54.592848423,54.6947180585
2020-01-09 00:00:00+00:00,54.980208211000004,55.3564675195,54.980208211000004,55.3564675195
2020-01-10 00:00:00+00:00,55.5415490595,55.5415490595,55.374949822999994,55.374949822999994
2020-01-13 00:00:00+00:00,55.399341421,55.490779401500006,55.399341421,55.490779401500006
2020-01-14 00:00:00+00:00,54.8154335495,54.8154335495,54.785722566000004,54.785722566000004
2020-01-15 00:00:00+00:00,54.82787062,54.82787062,54.721775401,54.721775401
2020-01-16 00:00:00+00:00,54.9087969925,54.9087969925,54.47986223,54.47986223
2020-01-17 00:00:00+00:00,54.213301852,54.256681716,54.213301852,54.256681716
2020-01-20 00:00:00+00:00,53.7426373215,53.7426373215,53.471444605,53.471444605
2020-01-21 00:00:00+00:00,53.4372448295,53.4372448295,53.3257876495,53.3257876495
2020-01-22 00:00:00+00:00,53.540537442499996,53.540537442499996,53.490544629,53.490544629
2020-01-23 00:00:00+00:00,52.678699296000005,52.678699296000005,52.4991584415,52.4991584415
2020-01-24 00:00:00+00:00,52.637759900999995,52.637759900999995,52.416439885,52.416439885
2020-01-27 00:00:00+00:00,52.038627679,52.258206405500005,52.038627679,52.258206405500005
2020-01-28 00:00:00+00:00,52.542584765499996,52.542584765499996,52.5282981625,52.5282981625
2020-01-29 00:00:00+00:00,52.540782738000004,52.540782738000004,52.401310277,52.401310277
2020-01-30 00:00:00+00:00,51.63,51.63,51.45,51.45
2020-01-31 00:00:00+00:00,50.73,50.93,50.73,50.93
2020-02-03 00:00:00+00:00,49.95,49.95,49.86,49.86
2020-02-04 00:00:00+00:00,50.07,50.23,50.07,50.23
2020-02-05 00:00:00+00:00,50.84,51.09,50.84,51.09
2020-02-06 00:00:00+00:00,50.96,50.96,50.91,50.91
2020-02-07 00:00:00+00:00,51.25,51.28,51.25,51.28
2020-02-10 00:00:00+00:00,50.89,50.89,50.76,50.76
2020-02-11 00:00:00+00:00,51.1,51.2,51.1,51.2
2020-02-12 00:00:00+00:00,51.85,52.11,51.85,52.11
2020-02-13 00:00:00+00:00,51.86,52.6,51.86,52.6
2020-02-14 00:00:00+00:00,52.92,53.01,52.92,53.01
2020-02-17 00:00:00+00:00,52.96,53.59,52.96,53.59
2020-02-18 00:00:00+00:00,54.21,54.21,53.51,53.51
2020-02-19 00:00:00+00:00,53.27,53.27,52.94,52.94
2020-02-20 00:00:00+00:00,53.17,53.17,52.83,52.83
2020-02-21 00:00:00+00:00,52.35,52.51,52.35,52.51
2020-02-24 00:00:00+00:00,51.38,51.38,51.06,51.06
2020-02-25 00:00:00+00:00,50.85,51.04,50.85,51.04
2020-02-26 00:00:00+00:00,50.39,50.59,50.39,50.59
2020-02-27 00:00:00+00:00,50.56,50.56,50.4,50.4
2020-02-28 00:00:00+00:00,49.97,50.11,49.97,50.11
2020-03-02 00:00:00+00:00,50.54,50.54,50.26,50.26
2020-03-03 00:00:00+00:00,50.63,51.11,50.63,51.11
2020-03-04 00:00:00+00:00,50.94,51.29,50.94,51.29
2020-03-05 00:00:00+00:00,51.08,51.08,50.87,50.87
2020-03-06 00:00:00+00:00,50.39,50.63,50.39,50.63
2020-03-09 00:00:00+00:00,48.65,48.84,48.65,48.84
2020-03-10 00:00:00+00:00,49.58,49.73,49.58,49.73
2020-03-11 00:00:00+00:00,50.01,50.01,49.83,49.83
2020-03-12 00:00:00+00:00,48.89,48.89,48.75,48.75
2020-03-13 00:00:00+00:00,48.78,48.78,48.76,48.76
2020-03-16 00:00:00+00:00,47.4,47.4,46.8,46.8
2020-03-17 00:00:00+00:00,46.08,46.08,45.55,45.55
2020-03-18 00:00:00+00:00,44.37,44.37,43.99,43.99
2020-03-19 00:00:00+00:00,44.09,44.09,43.48,43.48
2020-03-20 00:00:00+00:00,44.14,44.14,44.08,44.08
2020-03-23 00:00:00+00:00,42.68,42.89,42.68,42.89
2020-03-24 00:00:00+00:00,44.2,44.46,44.2,44.46
2020-03-25 00:00:00+00:00,44.83,44.83,44.24,44.24
2020-03-26 00:00:00+00:00,44.16,44.56,44.16,44.56
2020-03-27 00:00:00+00:00,44.0,44.0,43.9,43.9
2020-03-30 00:00:00+00:00,43.79,43.86,43.79,43.86
2020-03-31 00:00:00+00:00,44.53,44.6,44.53,44.6
2020-04-01 00:00:00+00:00,43.94,44.03,43.94,44.03
2020-04-02 00:00:00+00:00,44.42,44.42,44.41,44.41
2020-04-03 00:00:00+00:00,44.98,45.18,44.98,45.18
2020-04-06 00:00:00+00:00,45.87,47.38,45.87,47.38
2020-04-07 00:00:00+00:00,48.12,48.32,48.12,48.32
2020-04-08 00:00:00+00:00,47.27,47.67,47.27,47.67
2020-04-09 00:00:00+00:00,47.76,47.78,47.76,47.78
2020-04-14 00:00:00+00:00,46.96,46.96,46.8,46.8
2020-04-15 00:00:00+00:00,46.22,46.22,46.05,46.05
2020-04-16 00:00:00+00:00,47.33,47.59,47.33,47.59
2020-04-17 00:00:00+00:00,48.11,48.48,48.11,48.48
2020-04-20 00:00:00+00:00,48.3,48.3,47.75,47.75
2020-04-21 00:00:00+00:00,46.83,46.83,46.52,46.52
2020-04-22 00:00:00+00:00,46.78,47.36,46.78,47.36
2020-04-23 00:00:00+00:00,46.81,46.81,46.77,46.77
2020-04-24 00:00:00+00:00,46.53,46.53,46.53,46.53
2020-04-27 00:00:00+00:00,45.94,45.94,45.88,45.88
2020-04-28 00:00:00+00:00,45.81,46.24,45.81,46.24
2020-04-29 00:00:00+00:00,46.38,46.38,46.06,46.06
2020-04-30 00:00:00+00:00,45.83,45.9,45.83,45.9
2020-05-04 00:00:00+00:00,45.46,45.46,45.42,45.42
2020-05-05 00:00:00+00:00,45.81,45.81,45.71,45.71
2020-05-06 00:00:00+00:00,45.63,45.63,45.49,45.49
2020-05-07 00:00:00+00:00,45.85,45.85,45.82,45.82
2020-05-08 00:00:00+00:00,46.22,46.38,46.22,46.38
2020-05-11 00:00:00+00:00,46.28,46.28,46.25,46.25
2020-05-12 00:00:00+00:00,45.9,45.9,45.6,45.6
